
    1024	   8	       128	     0.009
    1024	  16	        64	     0.017
    1024	  32	        32	     0.010
    1024	  64	        16	     0.016
    1024	 128	         8	     0.022
    1024	 256	         4	     0.017
    1024	 512	         2	     0.012
    2048	   8	       256	     0.020
    2048	  16	       128	     0.014
    2048	  32	        64	     0.023
    2048	  64	        32	     0.016
    2048	 128	        16	     0.025
    2048	 256	         8	     0.025
    2048	 512	         4	     0.022
    4096	   8	       512	     0.028
    4096	  16	       256	     0.033
    4096	  32	       128	     0.035
    4096	  64	        64	     0.041
    4096	 128	        32	     0.032
    4096	 256	        16	     0.060
    4096	 512	         8	     0.052
    8192	   8	      1024	     0.057
    8192	  16	       512	     0.068
    8192	  32	       256	     0.095
    8192	  64	       128	     0.065
    8192	 128	        64	     0.085
    8192	 256	        32	     0.129
    8192	 512	        16	     0.099
   16384	   8	      2048	     0.089
   16384	  16	      1024	     0.143
   16384	  32	       512	     0.120
   16384	  64	       256	     0.154
   16384	 128	       128	     0.242
   16384	 256	        64	     0.167
   16384	 512	        32	     0.280
   32768	   8	      4096	     0.107
   32768	  16	      2048	     0.188
   32768	  32	      1024	     0.050
   32768	  64	       512	     0.345
   32768	 128	       256	     0.372
   32768	 256	       128	     0.321
   32768	 512	        64	     0.237
   65536	   8	      8192	     0.122
   65536	  16	      4096	     0.216
   65536	  32	      2048	     0.299
   65536	  64	      1024	     0.548
   65536	 128	       512	     0.612
   65536	 256	       256	     0.483
   65536	 512	       128	     0.105
  131072	   8	     16384	     0.145
  131072	  16	      8192	     0.252
  131072	  32	      4096	     0.335
  131072	  64	      2048	     0.655
  131072	 128	      1024	     0.738
  131072	 256	       512	     0.729
  131072	 512	       256	     0.730
  262144	   8	     32768	     0.116
  262144	  16	     16384	     0.214
  262144	  32	      8192	     0.407
  262144	  64	      4096	     0.560
  262144	 128	      2048	     0.208
  262144	 256	      1024	     0.633
  262144	 512	       512	     0.633
  524288	   8	     65536	     0.116
  524288	  16	     32768	     0.270
  524288	  32	     16384	     0.470
  524288	  64	      8192	     0.743
  524288	 128	      4096	     0.709
  524288	 256	      2048	     0.935
  524288	 512	      1024	     0.857
 1048576	   8	    131072	     0.151
 1048576	  16	     65536	     0.242
 1048576	  32	     32768	     0.538
 1048576	  64	     16384	     0.886
 1048576	 128	      8192	     1.169
 1048576	 256	      4096	     1.160
 1048576	 512	      2048	     1.151
 2097152	   8	    262144	     0.141
 2097152	  16	    131072	     0.288
 2097152	  32	     65536	     0.548
 2097152	  64	     32768	     0.966
 2097152	 128	     16384	     1.344
 2097152	 256	      8192	     1.320
 2097152	 512	      4096	     1.253
 4194304	   8	    524288	     0.149
 4194304	  16	    262144	     0.281
 4194304	  32	    131072	     0.579
 4194304	  64	     65536	     0.763
 4194304	 128	     32768	     1.444
 4194304	 256	     16384	     1.375
 4194304	 512	      8192	     1.221
 8388608	   8	   1048576	     0.151
 8388608	  16	    524288	     0.294
 8388608	  32	    262144	     0.551
 8388608	  64	    131072	     1.052
 8388608	 128	     65536	     1.249
 8388608	 256	     32768	     1.246
 8388608	 512	     16384	     1.362
 8388608	 512	     16384	     1.310
 8388608	 512	     16384	     1.254
 8388608	 512	     16384	     1.253
 8388608	 512	     16384	     1.268
 8388608	 512	     16384	     1.252
 8388608	 512	     16384	     1.271
 8388608	 512	     16384	     1.337
 8388608	 512	     16384	     1.347
 8388608	 512	     16384	     1.285
 8388608	 512	     16384	     1.301
 8388608	 512	     16384	     1.368
 8388608	 512	     16384	     1.313
 8388608	 512	     16384	     1.357
 8388608	 512	     16384	     1.328
 8388608	 512	     16384	     1.339
 8388608	 512	     16384	     1.309
